,speed,rpm,load
12213,24,1704,32
12214,25,1132,45
12215,26,1194,52
12216,27,1194,29
12217,26,1174,44
12218,26,1177,26
12219,27,1215,38
12220,27,1226,30
12221,22,982,6
12222,9,859,40
12223,12,867,86
12224,16,1163,38
12225,17,1157,13
12226,14,1035,35
12227,13,983,38
12228,13,954,55
12229,15,1086,52
12230,18,1237,38
12231,20,1409,36
12232,23,1625,21
12233,23,1633,20
12234,23,1606,18
12235,22,1530,10
12236,20,1439,10
12237,17,1229,7
12238,13,887,5
12239,12,848,56
12240,13,915,43
12241,13,898,59
12242,9,853,47
12243,7,920,37
12244,8,899,62
12245,11,913,83
12246,12,841,74
12247,10,888,61
12248,11,894,72
12249,8,919,47
12250,8,921,77
12251,3,912,37
12252,3,872,56
12255,3,912,45
12350,3,855,55
12351,3,919,51
12352,6,912,67
12353,7,929,56
12354,7,929,56
12355,7,922,50
12356,7,921,52
12357,5,922,50
12358,5,930,56
12359,3,900,57
12360,1,926,47
12361,7,908,80
12362,13,916,17
12363,19,1320,42
12364,20,1400,9
12365,12,848,41
12366,9,1044,42
12367,8,859,41
12368,8,888,61
12369,8,917,75
12370,13,904,92
12371,13,888,30
12372,13,936,66
12373,17,1228,50
12374,20,1471,29
12375,20,1403,16
12376,15,1061,7
12377,18,1347,56
12380,8,856,4
12381,9,1457,51
12382,17,1147,34
12383,16,1105,38
12384,16,1105,38
12387,19,1370,27
12388,19,1370,27
12389,19,1370,27
12390,19,1361,38
12392,19,1209,36
12393,18,1266,35
12394,19,1330,33
12395,24,1624,38
12396,27,1826,56
12397,27,1421,38
12398,27,1421,38
12399,2,1441,9
12400,33,1540,37
12401,36,1659,41
12402,37,1680,5
12403,37,1657,20
12404,37,1646,14
12405,37,1667,12
12406,37,1667,12
12407,37,1667,12
12408,37,1667,12
12409,35,1574,12
12410,35,1574,12
12411,33,1497,7
12412,32,1446,13
12413,30,876,25
12414,25,902,36
12415,24,915,36
12416,23,918,38
12417,22,916,39
12419,16,1131,61
12420,18,1212,15
12421,18,1212,15
12422,18,1212,15
12423,18,1212,15
12424,18,1212,15
12425,18,1212,15
12426,17,1166,20
12427,17,1166,20
12428,17,1166,20
12429,11,823,38
12430,14,974,70
12431,14,987,62
12432,14,987,62
12433,12,836,32
12434,6,911,61
12435,3,858,69
12436,12,1108,1
12437,11,830,82
12438,16,1162,67
12439,19,1398,54
12440,25,1790,37
12441,25,1790,37
12442,26,1841,36
12443,26,1811,40
12444,30,2157,70
12445,37,1360,1
12446,37,1360,1
12447,37,1360,1
12448,37,1360,1
12449,33,1493,38
12450,34,1557,53
12451,37,1685,7
12452,36,1615,7
12453,35,871,29
12454,31,907,35
12455,26,918,36
12456,28,917,36
12457,21,917,37
12458,9,920,36
12459,15,918,37
12460,9,920,36
12461,12,922,36
12462,8,913,40
12463,11,774,98
12464,17,1219,25
12465,15,1089,29
12466,15,1089,29
12467,18,1280,23
12468,17,1144,9
12469,13,934,39
12470,14,969,52
12471,15,1090,37
12480,20,1433,6
12481,20,1433,6
12482,1,1429,41
12483,26,1853,35
12484,28,1916,7
12485,23,1606,15
12486,20,1387,5
12487,10,922,34
12488,15,1075,83
12489,26,1851,61
12490,33,1321,9
12491,39,1753,54
12492,39,1753,54
12493,41,1843,21
12494,41,1843,21
12495,39,1765,13
12496,39,1765,13
12501,32,1449,49
12502,39,1770,62
12503,42,1356,67
12504,46,1491,9
12505,44,1427,34
12506,46,1477,40
12507,46,1445,9
12508,39,860,38
12509,30,904,38
12510,25,912,39
12511,21,917,40
12512,7,918,40
12513,6,920,41
12514,7,936,40
12515,6,938,39
12516,4,890,49
12517,3,898,55
12518,1,890,54
12520,2,924,41
12521,1,916,42
12522,2,871,63
12523,2,900,46
12527,2,955,52
12528,3,908,54
12531,1,871,67
12532,3,897,3
12533,2,912,3
12537,7,942,72
12538,4,900,49
12539,1,940,42
12544,1,922,41
12548,2,927,44
12549,5,877,70
12550,7,916,40
12551,7,921,41
12552,7,922,41
12553,7,920,43
12554,8,1057,44
12555,10,1223,30
12556,8,953,9
12557,10,1267,34
12558,4,877,38
12559,2,873,58
12560,4,892,59
12561,3,919,49
12562,3,911,51
12563,8,947,69
12565,22,1578,22
12566,23,1624,33
12567,28,1996,44
12568,29,1337,31
12569,28,1262,7
12570,25,1126,10
12571,16,937,32
12572,16,937,32
12573,5,918,33
12574,5,918,33
12575,2,916,36
12576,2,916,36
12577,3,829,65
12578,3,829,65
12579,14,1788,32
12580,14,1788,32
12581,16,1122,56
12582,16,1122,56
12583,19,1308,12
12584,15,1040,3
12585,13,907,34
12586,11,919,32
12587,10,916,35
12588,10,920,36
12589,11,843,81
12590,13,919,21
12591,7,914,37
12594,4,885,32
12595,4,899,32
12643,5,865,40
12644,6,905,90
12645,13,1710,29
12646,15,896,15
12647,18,1257,57
12648,24,1670,49
12649,26,2052,20
12650,32,1432,20
12651,35,1654,43
12652,38,1741,38
12653,38,1741,38
12656,43,1919,34
12657,43,1919,34
12658,43,2021,35
12659,43,2021,35
12660,45,2029,30
12661,45,2029,30
12664,33,1565,34
12665,36,1682,47
12666,39,1752,7
12667,36,1610,11
12668,36,1610,11
12669,33,1494,2
12670,33,1494,2
12673,29,1324,20
12674,29,1324,20
12675,30,1371,43
12676,30,1371,43
12677,31,1402,6
12678,32,1452,33
12679,37,1669,45
12680,39,1767,23
12681,40,1794,41
12682,42,1887,4
12683,42,1887,4
12684,44,2002,59
12685,44,2002,59
12686,50,2285,75
12687,50,2285,75
12688,58,1918,8
12689,58,1918,8
12690,63,2008,34
12691,63,2008,34
12692,63,1533,56
12693,63,1533,56
12694,66,1614,45
12695,66,1614,45
12696,68,1665,41
12697,68,1665,41
12698,70,1697,40
12699,70,1697,40
12700,70,1712,31
12701,70,1712,31
12702,71,1721,35
12703,68,1641,9
12706,43,1052,2
12707,42,882,26
12708,41,918,23
12709,41,918,23
12710,40,919,23
12711,32,917,23
12712,27,917,23
12713,12,918,26
12714,7,921,32
12715,6,884,45
12716,10,1213,41
12717,19,1333,16
12718,20,1410,6
12720,14,1026,13
12721,9,895,30
12722,9,889,63
12723,9,979,55
12724,12,894,72
12726,19,1182,15
12727,18,1280,53
12728,22,1500,32
12729,24,1678,28
12731,25,1792,45
12732,25,1718,10
12733,24,1711,20
12734,24,1383,7
12735,19,1372,26
12736,21,1807,52
12737,26,1893,26
12738,27,1841,11
12739,23,1641,23
12740,24,1696,22
12741,21,1514,5
12742,20,1349,9
12743,14,975,11
12744,14,1022,60
12745,18,1232,12
12746,22,1567,23
12747,22,1567,23
12748,18,1293,51
12749,25,1758,37
12750,25,1758,37
12751,25,1836,25
12752,25,1836,25
12753,26,1790,34
12754,26,1790,34
12755,24,1659,3
12756,24,1659,3
12758,17,1238,36
12759,18,1230,23
12760,22,1526,7
12761,24,1749,47
12762,27,1749,1
12763,12,853,48
12764,13,965,89
12765,17,1207,49
12766,21,1508,43
12768,20,1343,50
12769,28,1713,1
12770,33,1496,50
12771,38,1733,67
12772,42,1906,61
12773,42,1833,12
12775,35,1590,2
12776,34,1526,23
12777,33,1484,39
12778,36,1653,46
12779,38,1711,42
12780,38,1707,36
12782,37,1423,40
12783,30,1365,38
12784,32,1480,53
12785,33,1486,53
12786,35,1591,43
12787,43,1944,71
12789,50,1536,10
12790,52,1616,37
12791,59,1858,39
12793,56,1814,7
12794,56,1790,9
12795,56,1853,36
12796,72,2323,97
12805,63,1522,1
12806,63,1522,1
12807,63,1522,1
12808,63,1526,41
12809,63,1526,41
12810,64,1551,32
12811,64,1551,32
12812,68,1655,70
12813,68,1655,70
12814,72,1759,76
12815,78,1889,72
12816,83,2032,64
12817,88,2137,63
12818,88,2137,63
12821,87,2130,52
12822,87,2130,52
12823,90,2197,47
12824,90,2197,47
12825,90,2126,29
12826,90,2126,29
12829,77,1896,17
12830,77,1896,17
12831,76,1853,4
12832,76,1853,4
12833,72,1756,9
12834,72,1756,9
12835,72,1739,37
12836,72,1739,37
12837,70,1684,11
12838,70,1684,11
12841,60,1464,8
12842,60,1464,8
12843,57,1374,3
12844,57,1374,3
12845,55,1334,58
12846,55,1334,58
12847,58,1413,67
12848,62,1502,58
12849,66,1601,58
12850,65,1579,46
12851,66,1601,58
12852,65,1579,46
12853,64,1566,10
12854,65,1583,5
12855,65,1583,5
12856,64,1566,10
12857,65,1565,3
12858,65,1565,3
12859,65,1573,51
12860,68,1669,62
12861,70,1716,33
12862,72,1766,25
12863,72,1736,25
12864,71,1727,26
12865,70,1711,28
12867,59,1491,18
12868,61,1497,63
12869,65,1575,45
12870,65,1580,21
12874,52,1269,6
12875,53,1283,6
12876,53,1330,6
12877,58,1407,29
12879,52,1258,21
12880,54,1312,34
12881,56,1356,22
12882,56,1356,24
12884,56,1347,65
12885,56,1524,9
12886,56,1513,63
12888,60,1459,17
12889,60,1427,15
12890,57,1374,41
12891,57,1376,53
12893,51,1236,7
12895,46,1122,80
12897,45,980,17
12899,39,1256,14
12900,39,1245,8
12901,30,1281,33
12902,34,1544,29
12903,37,1681,45
12904,41,1848,35
12906,38,1245,49
12907,40,1313,49
12908,44,1411,54
12909,46,1478,51
12910,45,1431,4
12911,37,926,9
12912,37,1690,54
12913,39,1254,21
12914,43,1408,49
12915,42,1370,1
12916,42,1349,52
12917,44,1435,46
12918,46,1475,32
12919,46,1477,20
12920,48,1514,12
12922,33,1064,25
12923,31,1003,21
12924,33,1275,56
12925,35,1598,6
12926,39,1795,77
12927,53,2414,60
12928,56,1783,41
12929,59,1888,46
12930,57,1831,21
12931,58,1853,6
12933,53,1697,28
12934,54,1744,64
12935,64,2080,92
12938,56,1806,84
12939,60,1943,72
12943,55,1755,49
12944,46,1501,31
12945,50,1696,83
12946,54,1729,74
12947,46,1477,34
12950,41,1688,25
12951,41,2413,66
12952,41,2413,66
12953,2,1741,63
12954,2,1741,63
12955,38,1714,41
12956,38,1714,41
12957,42,1799,26
12958,42,1799,26
12959,39,1865,27
12960,39,1865,27
12961,42,982,3
12962,42,1365,29
12964,39,1273,6
12965,42,1364,58
12966,48,1561,26
12967,50,1617,3
12970,49,1572,35
12972,43,1391,15
12973,50,1607,82
12974,50,1607,82
12975,52,1673,41
12976,52,1673,41
12977,52,1658,3
12978,52,1658,3
12979,51,1650,61
12980,51,1650,61
12981,55,1755,18
12982,55,1755,18
12983,53,1713,6
12984,53,1713,6
12985,54,1735,39
12986,54,1735,39
12987,51,1657,6
12988,51,1657,6
12989,54,1746,57
12990,54,1746,57
12991,55,1760,14
12992,55,1760,14
12993,50,1618,49
12994,50,1618,49
12995,52,1633,20
12996,52,1633,20
12997,50,1628,19
12998,50,1628,19
12999,50,1612,38
13000,50,1612,38
13001,52,1664,67
13002,52,1664,67
13003,52,1664,67
13004,54,1752,20
13005,54,1752,20
13006,54,1752,20
13007,54,1732,60
13008,54,1732,60
13009,54,1732,60
13010,57,1834,2
13011,57,1834,2
13012,57,1834,2
13013,55,1797,27
13014,55,1797,27
13015,55,1726,12
13016,57,1845,5
13017,57,1860,68
13018,59,1882,52
13019,62,2002,66
13020,63,2025,5
13022,49,1570,24
13023,47,1509,60
13024,52,1693,85
13025,53,1725,5
13026,53,1725,5
13028,42,1363,10
13029,45,1432,47
13030,47,1536,9
13032,33,1489,58
13033,43,1810,72
13034,43,1810,71
13035,43,2041,2
13036,40,1805,7
13039,47,1863,1
13040,52,1686,89
13041,52,1686,89
13042,52,1686,89
13043,53,1703,3
13044,53,1703,3
13045,53,1703,3
13046,56,1832,100
13047,56,1832,100
13048,56,1832,100
13049,61,1488,63
13050,61,1488,63
13051,61,1488,63
13052,66,1613,93
13053,66,1613,93
13054,69,1685,72
13055,75,1827,64
13056,82,2001,93
13057,82,1980,2
13059,65,1588,30
13060,65,1577,6
13061,64,1548,10
13063,59,1444,27
13064,60,1451,20
13065,60,1466,28
13066,61,1485,19
13067,61,1471,34
13068,60,1475,7
13069,63,1541,65
13070,66,1608,4
13073,44,1073,1
13074,33,894,26
13078,26,1171,48
13079,30,1341,42
13080,37,1683,31
13082,26,1144,19
13083,29,1302,62
13084,35,1618,71
13085,41,1822,52
13086,37,1614,36
13087,40,1810,1
13088,40,1810,60
13089,45,1373,12
13090,50,1612,67
13091,51,1658,21
13092,50,1641,52
13093,54,1767,32
13094,56,1908,32
13095,60,1913,1
13096,59,1898,1
13100,50,1658,54
13102,51,1769,46
13103,55,1687,2
13104,50,1579,60
13105,50,1579,60
13106,52,1910,98
13107,52,1910,98
13108,52,1910,98
13109,52,1910,98
13110,62,2127,36
13111,62,2127,36
13112,62,2127,36
13113,62,2127,36
13114,65,1578,6
13115,65,1578,6
13116,65,1578,6
13117,65,1578,6
13118,65,1614,72
13119,65,1614,72
13120,65,1614,72
13121,65,1614,72
13122,72,1758,69
13123,72,1758,69
13124,72,1758,69
13125,78,1904,83
13126,78,1908,30
13130,55,1335,35
13131,55,1335,35
13132,53,1292,5
13133,53,1292,5
13134,50,1209,4
13135,50,1209,4
13136,50,1238,80
13137,50,1238,80
13138,51,1187,16
13139,51,1187,16
13142,41,1331,61
13143,47,1501,19
13144,46,1467,6
13145,48,1585,35
13146,54,1742,65
13147,57,1840,7
13149,47,1513,40
13150,52,1652,12
13151,52,1652,12
13152,49,1574,9
13153,49,1574,9
13154,48,1535,13
13155,48,1535,13
13156,47,1506,10
13157,47,1506,10
13160,44,1434,32
13161,47,1528,44
13162,50,1612,16
13163,52,1674,35
13164,53,1706,30
13166,45,1459,39
13167,49,1586,40
13168,54,1766,65
13169,56,1809,1
13170,54,1748,12
13172,51,1636,13
13173,49,1584,3
13174,50,1620,3
13175,51,1630,7
13177,44,1444,10
13180,35,1509,24
13181,35,1509,24
13182,33,1492,1
13183,33,1492,1
13184,34,1542,25
13185,34,1542,25
13186,32,1430,7
13187,32,1430,7
13188,29,1328,7
13189,29,1328,7
13190,29,1328,7
13191,29,1328,7
13192,31,1408,54
13193,31,1408,54
13194,31,1408,54
13195,31,1408,54
13196,32,1398,27
13197,32,1398,27
13198,32,1398,27
13199,32,1398,27
13206,38,1769,53
13207,38,1856,43
13208,38,1975,39
13209,46,2168,63
13210,50,2325,6
13211,50,2501,38
13212,56,1807,38
13213,59,1910,7
13214,61,1983,60
13215,63,2000,29
13216,65,1582,75
13217,70,1710,69
13218,72,1751,1
13219,72,1757,53
13220,74,1806,3
13221,74,1808,54
13222,81,1984,74
13223,87,2098,39
13229,70,1698,12
13230,68,1657,10
13231,68,1650,35
13236,36,881,29
13237,36,1638,57
13238,38,1718,36
13239,40,1827,30
13240,42,1891,31
13242,44,2015,98
13243,59,2624,43
13244,52,878,25
13245,50,1632,34
13246,50,1621,3
13248,44,1441,29
13249,44,1441,29
13250,45,1500,50
13251,45,1500,50
13252,51,1647,41
13253,51,1647,41
13254,52,1682,9
13255,52,1682,9
13256,53,1672,3
13257,53,1672,3
13258,48,1534,4
13259,45,1448,4
13260,48,1541,56
13261,50,1613,31
13262,55,1782,44
13263,55,1757,26
13264,53,1602,42
13266,64,2048,77
13268,68,2064,31
13269,68,1565,50
13270,65,1585,39
13271,66,1602,26
13272,66,1584,14
13273,65,1579,7
13275,54,900,24
13276,47,914,23
13277,42,920,23
13278,39,1781,48
13279,44,2005,65
13280,49,1581,71
13282,45,1484,14
13283,47,1515,60
13284,47,1515,60
13285,49,1587,61
13286,49,1587,61
13287,53,1687,27
13288,53,1687,27
13289,51,1651,58
13290,51,1651,58
13291,53,1692,24
13292,53,1692,24
13293,50,1655,20
13294,48,1530,1
13295,45,1465,56
13296,43,1390,13
13298,38,1719,43
13300,38,1707,47
13301,40,1809,9
13302,39,1785,41
13305,29,1310,54
13306,30,1394,20
13307,31,1418,22
13308,32,1426,35
13309,33,1499,34
13310,31,1423,12
13311,33,1505,9
13312,35,1595,16
13313,37,1694,31
13314,41,1841,43
13315,46,2027,42
13317,46,2108,23
13318,47,1522,29
13319,48,1554,10
13320,51,1709,70
13321,58,1925,61
13322,68,1925,92
13324,69,1665,7
13325,67,1608,3
13327,62,1477,38
13328,64,1578,48
13329,68,1654,45
13330,69,1678,32
13331,69,1683,45
13332,67,1641,5
13333,63,1533,13
13334,60,1461,4
13335,59,1429,43
13336,58,1403,3
13337,54,1351,23
13338,53,1298,46
13339,58,1405,72
13340,62,1500,40
13341,64,1543,4
13349,43,1361,63
13350,43,1361,63
13351,39,1306,15
13352,39,1306,15
13353,29,876,28
13354,21,1646,29
13355,34,2413,75
13356,40,1788,61
13357,44,1839,3
13358,45,1450,41
13359,46,1471,53
13360,46,1471,53
13361,48,1575,48
13362,48,1575,48
13363,48,1540,35
13364,48,1540,35
13365,49,1588,24
13366,49,1588,24
13367,48,1535,13
13368,48,1535,13
13369,47,1514,25
13370,47,1514,25
13373,35,881,23
13374,35,881,23
13375,22,915,25
13376,22,915,25
13377,14,917,26
13378,14,917,26
13379,12,865,38
13380,12,865,38
13381,12,875,91
13382,12,875,91
13383,22,1568,68
13384,22,1568,68
13385,32,885,23
13386,32,885,23
13387,34,2343,34
13388,26,916,24
13389,34,2343,34
13390,26,916,24
13391,13,911,14
13392,13,911,14
13393,12,840,65
13394,12,840,65
13395,14,948,65
13396,14,948,65
13397,12,849,42
13398,16,1152,70
13399,19,1285,70
13400,21,1373,40
13402,21,1558,1
13403,21,1558,1
13404,21,1644,44
13405,21,1644,44
13406,24,1600,15
13407,24,1600,15
13408,25,1662,14
13409,25,1662,14
13410,23,1675,12
13411,23,1675,12
13412,23,1614,18
13413,23,1615,21
13415,14,970,30
13416,13,934,20
13417,11,884,34
13418,5,920,25
13419,4,923,23
13420,1,919,27
13448,3,894,33
13452,1,1331,39
13453,3,892,37
13454,1,913,36
13457,7,858,68
13458,8,1023,50
13459,13,1712,7
13460,13,1498,16
13462,8,1366,41
13464,7,902,24
13465,7,929,24
13467,6,859,65
13468,2,897,34
13470,1,926,36
13477,1,922,34
13481,10,1070,21
13482,7,856,80
13483,8,948,24
13484,7,914,27
13485,7,889,34
13486,4,920,34
13487,1,878,54
13508,13,1638,52
13509,8,872,36
13510,1,930,36
13511,1,899,53
13512,8,958,47
13513,10,1354,72
13514,4,890,37
13515,3,875,53
13516,4,918,61
13517,7,935,60
13518,7,940,54
13519,2,919,39
13523,3,897,63
13525,2,896,61
13526,5,901,25
13528,1,937,41
13529,2,896,50
13530,2,896,52
13531,2,881,37
13532,2,924,38
13535,2,947,41
13536,3,940,40
13537,3,881,55
13539,1,849,69
13543,1,902,94
13544,4,837,68
13545,5,899,51
13550,2,877,39
13551,4,911,56
13552,1,821,75
13553,3,885,55
13554,9,1168,55
13555,5,896,38
13556,2,930,38
13557,1,923,39
13593,9,1170,77
13595,1,887,34
13596,2,926,93
13597,13,867,29
13598,10,1241,9
13599,14,1858,40
13600,29,3159,8
13601,30,890,17
13602,14,917,27
13603,6,794,72
13604,11,837,85
13605,18,884,19
13606,22,1569,27
13607,16,885,27
13608,4,904,81
13609,5,866,30
13610,5,919,46
13611,5,951,50
13612,8,967,55
13616,31,1431,69
13617,39,1714,18
13618,28,891,27
13619,17,916,25
13620,17,916,25
13621,16,920,27
13622,16,920,27
13623,12,905,30
13624,12,905,30
13627,1,792,89
13628,1,792,89
13629,2,944,47
13630,4,924,52
13631,3,929,47
13632,1,911,49
13633,1,922,44
