,speed,rpm,load
4334,19,1350,29
4335,3,896,73
4337,4,899,78
4338,4,899,78
4339,7,930,76
4340,18,1290,20
4341,4,930,53
4342,17,833,30
4343,2,898,65
4344,7,887,47
4345,5,900,81
4346,2,896,48
4347,7,1404,65
4348,11,1802,57
4349,8,902,46
4351,8,910,47
4505,12,1574,56
4506,15,1923,43
4507,16,1163,54
4508,20,1419,27
4509,24,1703,44
4510,26,1085,7
4511,28,1226,18
4512,26,1199,59
4513,26,1217,24
4514,24,1118,45
4515,22,1092,48
4516,21,960,21
4517,17,981,22
4518,19,1320,45
4519,23,1620,26
4520,22,1544,7
4521,20,1422,3
4522,11,838,41
4523,4,898,42
4524,8,1045,66
4525,13,993,17
4526,13,914,80
4527,14,1002,67
4528,15,1092,24
4529,19,1379,7
4530,15,1035,30
4531,15,1035,30
4532,13,913,18
4533,11,815,85
4534,14,995,79
4535,15,1059,43
4536,15,1084,63
4537,17,1162,15
4538,13,921,38
4539,11,813,81
4540,11,813,81
4541,11,810,94
4542,11,810,94
4543,9,829,39
4544,9,829,39
4545,15,1036,52
4546,15,1036,52
4547,13,879,26
4548,13,879,26
4549,13,881,57
4550,12,832,44
4551,14,995,85
4552,16,1329,19
4553,17,1194,19
4554,11,809,43
4555,9,913,43
4556,13,909,81
4557,21,1308,61
4560,11,837,41
4561,18,1261,63
4562,22,1824,41
4563,22,1486,40
4564,29,2033,25
4565,2,2143,18
4566,34,1544,24
4567,35,1605,9
4569,36,1616,37
4570,39,1757,12
4571,42,1882,5
4572,39,1767,14
4573,38,1715,2
4574,36,1620,7
4575,34,1539,11
4576,35,1590,6
4578,21,878,38
4579,15,908,40
4580,8,919,40
4582,1,959,73
4583,6,880,64
4584,6,903,41
4585,4,856,67
4586,7,935,23
4587,5,917,41
4589,7,857,36
4590,3,881,48
4591,7,901,15
4592,8,963,47
4593,7,900,21
4594,4,840,50
4596,12,1581,23
4597,13,899,21
4598,13,969,38
4599,16,1167,79
4600,22,1535,7
4601,16,1111,14
4602,17,1300,10
4603,16,1114,52
4604,14,989,76
4605,15,1280,50
4606,19,1389,44
4607,20,1389,10
4608,22,1558,38
4609,25,1772,42
4610,24,917,42
4612,27,1152,78
4613,32,1152,45
4614,35,1575,14
4615,32,1418,28
4616,34,1522,27
4617,33,1456,5
4618,34,1504,23
4620,20,895,39
4621,20,918,39
4622,22,917,39
4623,21,920,38
4624,19,920,39
4625,19,920,39
4626,19,922,39
4627,19,922,39
4628,18,922,38
4629,18,922,38
4630,15,918,40
4631,15,918,40
4632,13,920,39
4633,13,920,39
4634,18,1270,54
4635,21,1456,7
4636,19,1370,26
4637,21,1488,18
4639,15,1047,5
4640,17,1219,13
4641,14,996,22
4642,13,890,75
4643,22,1566,64
4644,22,1566,64
4645,22,1566,64
4646,29,2060,22
4647,40,2502,17
4648,43,1927,47
4649,44,1985,58
4651,51,1643,38
4652,52,1665,7
4654,29,876,37
4655,25,907,38
4656,24,916,38
4657,19,915,38
4658,17,1223,36
4659,21,1469,21
4660,21,1496,15
4661,22,1541,24
4662,23,1630,9
4663,25,1750,38
4664,27,910,30
4665,28,1257,35
4666,28,1216,36
4667,29,1341,69
4668,35,1601,34
4669,37,1663,41
4670,35,1597,14
4671,34,1459,6
4672,30,1363,22
4673,30,1210,22
4674,20,906,22
4677,24,1678,38
4678,29,1909,19
4679,31,1282,11
4680,31,1216,24
4681,31,1400,74
4682,31,1400,74
4683,35,1400,71
4684,35,1400,71
4685,35,1940,70
4686,35,1940,70
4687,44,2129,45
4688,44,2129,45
4691,37,894,37
4692,37,894,37
4693,36,918,36
4694,36,918,36
4695,36,918,36
4696,36,918,36
4697,36,918,36
4698,33,919,38
4699,33,919,38
4700,31,916,38
4701,31,916,38
4702,32,918,37
4703,32,918,37
4704,32,920,38
4705,33,920,38
4706,35,921,38
4707,37,918,38
4709,39,1271,66
4710,42,1342,7
4714,33,1068,16
4715,27,837,37
4716,18,904,36
4717,18,1282,11
4718,18,1264,14
4719,19,1337,4
4720,14,975,16
4721,15,1022,15
4722,16,1137,58
4723,22,1539,50
4724,29,1229,17
4725,30,1295,12
4726,24,1065,26
4727,23,1055,42
4728,25,1121,40
4729,26,1199,62
4730,32,1440,4
4732,23,1044,73
4733,25,1109,35
4734,23,1035,16
4735,21,1585,37
4736,34,2367,48
4737,33,1521,44
4738,46,2113,100
4739,57,2504,91
4740,62,2020,3
4741,69,2220,70
4743,71,1706,50
4744,71,1725,23
4749,57,1344,65
4750,60,1448,48
4751,58,1451,38
4752,58,1410,18
4753,61,1469,24
4756,67,1630,30
4757,67,1630,30
4758,67,1630,30
4759,66,1583,14
4760,66,1583,14
4761,66,1583,14
4762,67,1629,40
4763,67,1629,40
4766,60,1456,3
4767,60,1456,3
4768,60,1456,3
4769,60,1456,3
4772,53,1694,50
4773,53,1694,50
4774,54,1747,41
4775,54,1747,41
4776,54,1744,17
4777,54,1744,17
4778,53,1690,4
4779,53,1690,4
4782,49,1582,16
4783,49,1582,16
4784,53,1714,65
4785,53,1714,65
4786,56,1805,6
4787,56,1805,6
4788,56,1807,57
4789,56,1804,2
4790,50,1646,50
4791,53,1687,4
4793,55,1348,77
4794,60,1458,68
4795,62,1514,55
4796,61,1487,29
4797,59,1442,18
4798,59,1442,18
4799,58,1406,51
4800,59,1434,43
4801,58,1420,41
4802,57,1377,55
4803,56,1369,53
4804,56,1369,53
4805,56,1369,53
4806,56,1369,53
4807,55,1327,56
4808,55,1327,56
4809,54,1311,29
4810,54,1307,50
4811,53,1308,50
4812,55,1329,49
4813,56,1366,48
4814,61,1491,55
4815,61,1491,55
4816,61,1491,55
4817,61,1491,55
4818,63,1542,47
4819,63,1542,47
4820,62,1525,15
4821,61,1485,12
4822,60,1470,15
4823,61,1480,26
4825,58,1422,10
4826,58,1421,54
4827,63,1540,76
4828,65,1577,25
4829,66,893,25
4830,66,916,25
4831,65,915,1
4832,65,918,25
4833,55,913,31
4834,44,914,34
4835,41,921,34
4836,42,1331,74
4838,48,1541,56
4839,51,1627,43
4840,51,1627,43
4841,50,1637,21
4842,50,1637,21
4843,48,1576,13
4844,48,1576,1
4846,48,1169,27
4847,48,1185,65
4849,44,1061,11
4850,41,1244,1
4852,32,843,29
4853,33,1478,56
4854,32,1468,31
4855,37,1644,43
4856,40,1818,48
4857,43,1937,32
4858,42,1924,34
4859,41,1858,10
4860,41,1852,42
4861,51,2278,51
4862,54,1755,54
4863,54,1741,5
4864,51,1655,28
4865,58,1858,39
4866,58,1879,15
4867,61,1962,35
4869,48,1556,11
4870,49,1579,20
4871,49,1590,30
4872,50,1627,11
4874,49,1588,16
4875,50,1626,19
4876,52,1683,27
4877,54,1737,38
4878,55,1763,10
4882,50,1194,61
4883,51,1246,60
4884,52,1255,46
4885,52,1275,51
4886,52,1275,51
4887,55,1338,76
4888,55,1338,76
4889,59,1439,56
4890,59,1439,56
4891,58,1421,43
4892,58,1421,43
4893,62,1505,44
4894,62,1505,44
4895,64,1562,28
4896,64,1562,28
4897,66,1612,41
4898,66,1611,5
4900,60,1470,23
4901,59,1414,37
4906,51,1229,7
4907,50,1219,15
4910,49,1154,8
4911,44,1014,3
4912,43,912,22
4913,44,1473,58
4914,55,1775,96
4915,68,2196,90
4916,70,1280,8
4917,69,1695,45
4918,71,1709,23
4919,71,1709,23
4920,65,1586,49
4921,65,1586,49
4922,63,1514,1
4923,63,1514,1
4927,45,1151,9
4928,46,1129,82
4929,50,1208,87
4930,54,1323,87
4931,58,1417,56
4932,60,1462,49
4933,62,1498,37
4934,61,1426,9
4935,61,1426,9
4936,58,1405,14
4937,58,1405,14
4938,57,1380,30
4939,57,1380,30
4940,58,1412,54
4941,58,1412,54
4942,58,1412,54
4943,61,1480,42
4944,61,1480,42
4945,61,1480,42
4946,61,1480,42
4947,63,1538,50
4948,63,1538,50
4949,65,1585,43
4950,65,1585,43
4951,65,1593,21
4952,65,1593,21
4953,65,1579,21
4954,65,1579,21
4955,64,1567,14
4956,64,1567,14
4957,64,1566,28
4958,64,1569,45
4959,67,1635,16
4960,66,1611,7
4961,65,1576,10
4962,66,1604,34
4963,66,1604,34
4964,66,1604,34
4966,66,1601,40
4967,70,1696,40
4968,70,1746,21
4971,55,1351,7
4972,57,1392,5
4973,51,886,27
4974,46,916,25
4975,45,916,26
4976,43,1108,26
4977,42,1345,26
4978,42,1343,26
4979,44,1432,44
4983,43,1464,62
4985,39,1268,46
4986,39,1289,74
4987,39,1433,83
4988,39,1816,73
4989,63,1986,16
4990,62,2009,6
4992,52,1664,29
4993,52,1675,7
4995,46,1483,59
4996,48,1553,5
4997,46,1506,21
4998,47,1472,8
5000,38,1225,36
5002,33,860,28
5003,31,1410,5
5004,30,1343,8
5005,29,1326,15
5006,35,1576,56
5007,42,1897,50
5008,46,2069,39
5009,49,2235,34
5010,50,2261,43
5012,60,1927,57
5013,60,1945,7
5016,44,1410,56
5017,45,1469,54
5018,45,1442,37
5019,44,1436,45
5020,46,1471,6
5021,45,1434,43
5022,52,1662,58
5023,54,1756,15
5026,51,1645,3
5029,47,1527,24
5030,47,1527,24
5037,48,1536,8
5038,48,1536,8
5039,38,901,1
5040,42,1756,53
5042,53,1674,60
5043,54,1674,6
5045,54,1580,54
5046,54,1771,35
5047,54,1956,49
5048,54,1956,49
5049,59,1899,2
5051,47,1502,14
5052,49,1595,9
5054,47,1502,4
5055,43,1392,32
5058,44,1430,60
5059,49,1562,45
5060,49,1586,54
5061,55,1765,51
5062,56,1815,34
5064,44,1424,9
5065,43,1390,22
5066,43,1396,32
5067,44,1431,45
5068,46,1495,21
5069,45,1454,11
5070,47,1502,34
5071,45,1435,3
5072,41,1347,16
5073,43,1396,30
5074,47,1528,66
5075,49,1591,21
5076,52,1641,16
5077,52,1641,16
5078,52,1641,16
5079,50,1591,7
5080,50,1591,7
5081,47,1530,16
5082,47,1530,16
5083,47,1522,15
5084,47,1522,15
5085,47,1531,44
5086,47,1531,44
5087,49,1600,41
5088,49,1600,41
5089,49,1604,24
5090,49,1604,24
5091,51,1640,49
5092,51,1640,49
5093,48,1531,1
5094,48,1531,1
5095,47,1525,44
5096,47,1525,44
5097,48,1568,13
5098,48,1568,13
5099,51,1611,40
5100,51,1611,40
5101,50,1631,8
5102,50,1631,8
5103,49,1589,26
5104,49,1589,26
5106,46,1478,18
5107,47,1536,32
5108,49,1576,24
5109,52,1642,19
5110,52,1666,38
5111,52,1681,38
5112,54,1767,38
5113,53,1691,12
5114,53,1691,22
5115,54,1749,37
5116,55,1749,28
5117,55,1727,46
5118,47,1534,12
5119,48,1524,55
5122,42,1367,70
5123,45,1448,13
5124,45,1438,18
5125,47,1526,55
5126,50,1603,32
5127,50,1602,5
5128,53,1728,39
5129,55,1775,10
5130,54,1734,30
5131,59,1780,11
5132,61,1493,76
5133,66,1622,69
5134,71,1727,66
5135,72,1755,4
5136,72,1743,38
5137,72,1759,35
5138,71,1736,32
5139,71,1712,19
5140,69,1681,11
5143,59,1448,15
5144,59,1422,4
5145,57,1381,17
5146,56,1373,2
5147,57,1379,27
5148,58,1430,7
5153,55,1357,14
5154,55,1357,14
5155,58,1420,72
5156,58,1420,72
5157,62,1500,51
5158,62,1500,51
5159,64,1559,31
5160,64,1559,31
5165,63,1528,45
5166,63,1528,45
5167,65,1581,44
5168,65,1581,44
5169,66,1601,5
5170,66,1601,5
5171,64,1559,19
5172,64,1559,19
5173,64,1572,41
5174,64,1572,41
5175,65,1589,23
5176,65,1589,23
5177,65,1567,20
5178,65,1567,20
5179,66,1638,51
5180,68,1669,48
5184,57,862,33
5185,50,862,24
5187,31,924,25
5189,22,1379,62
5191,37,1673,24
5192,37,1673,8
5193,37,1621,15
5194,37,1645,11
5196,12,839,14
5197,19,1392,64
5199,40,1807,76
5200,45,1444,62
5201,48,1545,40
5202,50,1570,8
5204,43,1411,9
5205,44,1411,17
5207,31,894,29
5208,17,915,26
5209,7,901,37
5210,4,893,50
5211,4,939,47
5212,3,887,63
5213,1,905,41
5258,2,932,36
5259,1,890,38
5264,1,840,84
5266,1,860,73
5267,3,934,40
5269,10,873,27
5270,15,1057,54
5271,24,1702,51
5272,29,1338,48
5273,37,1695,45
5274,41,1844,42
5275,42,1369,51
5276,43,1366,3
5277,45,1451,56
5278,48,1536,16
5279,48,1530,25
5280,46,1473,5
5281,45,1438,26
5282,45,1422,28
5283,44,1436,16
5284,43,1387,6
5285,42,1361,63
5286,47,1526,56
5287,49,1529,9
5288,46,1491,35
5289,48,1598,49
5290,48,1598,49
5291,50,1607,2
5292,50,1607,2
5295,45,1461,63
5296,45,1461,63
5297,51,1640,74
5298,51,1640,74
5299,49,1584,8
5301,48,1553,38
5303,20,897,24
5304,18,1444,8
5305,18,1444,8
5306,20,1431,3
5307,20,1431,3
5308,27,1353,80
5309,27,1353,80
5310,42,1926,80
5311,42,1926,80
5312,45,2195,32
5313,45,2195,32
5315,21,905,25
5316,7,914,27
5320,5,883,74
5321,1,917,27
5328,1,914,61
5329,5,872,73
5330,13,1429,1
5331,11,851,42
5332,12,872,72
5333,11,821,65
5334,9,883,48
5335,7,928,38
5336,9,1033,3
5337,10,1325,31
5338,12,1556,24
5339,15,1857,20
5340,9,1169,16
5341,5,893,69
5342,8,959,52
5343,10,1241,57
5344,3,894,33
5346,14,994,67
5347,16,1118,12
5348,17,1207,59
5349,19,1301,21
5350,18,1307,37
5351,23,1600,16
5352,21,1528,20
5353,22,1598,37
5354,26,1817,24
5355,26,1824,5
5356,30,2066,36
5358,34,1546,45
5359,39,1739,32
5360,41,2191,29
5361,57,2125,29
5362,56,1803,4
5363,60,1949,70
5364,61,1949,20
5365,61,1980,5
5366,61,1980,87
5370,61,881,20
5371,61,913,25
5372,33,926,24
5373,34,1600,48
5374,35,1578,7
5375,31,942,17
5376,21,904,29
5377,4,910,31
5378,1,912,36
5380,7,908,66
5382,19,1325,22
5383,27,1880,52
5385,1,885,34
5386,1,884,35
5389,1,864,31
5390,4,913,60
5391,2,898,51
5392,8,973,33
5393,7,971,20
5394,4,875,43
5395,5,894,81
5396,6,908,23
5397,4,865,59
5398,4,985,41
5399,2,864,63
5400,1,860,64
5401,9,1199,50
5402,7,924,86
5403,15,1776,20
5404,17,1169,16
5405,20,1387,45
5406,23,1624,25
5407,23,1593,10
5408,22,1556,15
5409,19,1349,1
5410,19,1382,47
5411,23,1568,8
5412,21,1433,37
5413,24,1672,17
5414,24,1690,17
5415,26,1840,35
5416,27,1855,16
5417,23,1618,3
5418,22,1434,3
5419,16,1112,13
5420,19,1320,26
5421,16,1178,12
5422,21,1524,41
5423,35,2500,64
5424,39,1680,31
5427,23,1054,1
5428,23,1310,41
5429,19,1332,36
5431,4,897,33
5432,1,889,35
5442,10,1290,64
5443,13,895,25
5444,21,1514,62
5445,28,1965,8
5446,26,1825,15
5447,30,2100,39
5448,29,2061,14
5449,30,1321,45
5450,30,1393,12
5451,32,1434,46
5452,30,1352,5
5453,17,854,27
5454,8,917,30
5455,5,920,36
5456,1,918,36
5464,4,865,74
5465,3,926,36
5466,1,912,38
5467,4,853,78
5468,6,848,55
5469,3,887,54
5470,8,944,30
5471,8,930,17
5472,4,871,91
5473,2,908,36
5474,1,910,43
5475,3,900,54
5476,7,913,65
5477,4,928,35
5478,3,937,42
5479,4,892,67
5480,4,914,55
5481,1,909,55
5482,2,912,69
5483,3,912,73
5484,3,936,69
5486,1,932,39
5487,1,855,62
5488,1,906,50
5489,1,809,43
5492,5,878,79
5493,10,1170,2
5494,13,897,16
5495,16,1218,51
5496,22,1523,18
5497,24,1714,35
5498,30,2104,36
5499,33,1501,60
5500,42,1904,57
5502,36,1649,12
5503,36,1626,7
5504,35,1570,21
5506,32,1420,29
5507,31,1381,8
5508,31,1380,20
5510,18,885,33
5511,15,1229,33
5512,21,1493,34
5513,23,1649,38
5514,25,1739,36
5515,29,2017,38
5517,30,904,24
5518,26,913,26
5519,25,918,25
5520,15,912,29
5521,7,909,36
5522,7,931,34
5523,7,908,39
5524,9,1239,61
5525,19,1402,54
5526,25,1769,21
5527,23,1623,14
5528,23,1595,14
5529,24,1713,24
5530,23,1632,9
5531,24,1678,41
5532,25,1125,40
5533,24,1105,58
5534,25,1138,1
5535,22,995,12
5536,15,882,36
5537,15,1182,69
5539,21,1408,18
5540,21,1483,18
5541,20,1406,21
5542,21,1517,10
5543,21,1367,7
5544,15,974,18
5545,13,918,32
5546,17,1186,70
5547,19,1371,22
5548,21,1517,37
5549,23,1097,37
5550,22,982,12
5551,16,895,33
5552,13,833,30
5553,13,943,49
5554,17,1191,70
5555,18,1273,7
5556,7,886,34
5557,3,918,36
5564,7,1038,69
5565,5,891,56
5566,14,1648,18
5567,14,950,81
5568,16,1098,69
5569,21,1478,39
5570,20,1450,21
5571,21,1460,5
5572,19,1330,36
5573,22,1522,3
5574,9,842,40
5575,2,903,36
5578,4,873,37
5579,14,1677,8
5580,16,1096,43
5581,14,994,37
5582,18,1254,32
5583,11,832,30
5584,7,885,45
5585,11,796,92
5586,20,1435,49
5587,28,1952,45
5588,28,1227,1
5589,29,1291,23
5590,29,1291,23
5593,29,1316,43
5594,29,1316,43
5595,28,1263,36
5596,28,1263,36
5597,28,1294,36
5598,28,1294,36
5599,31,1384,58
5600,30,1304,58
5601,26,1176,40
5602,28,1238,40
5603,29,1280,27
5604,29,1344,39
5605,29,1344,39
5608,24,894,34
5609,24,894,34
5610,24,912,34
5611,24,912,34
5612,25,919,35
5613,25,919,35
5614,24,918,35
5615,24,918,35
5616,24,919,34
5617,24,919,34
5618,12,902,34
5619,12,902,34
5620,19,1344,40
5621,19,1344,40
5624,14,970,10
5625,12,911,42
5626,12,852,81
5627,10,862,41
5628,14,993,93
5629,24,1659,24
5630,21,1452,13
5631,26,1846,42
5632,31,1339,9
5633,35,1582,33
5634,39,1756,38
5635,40,1288,50
5636,40,1271,11
5638,32,1035,2
5639,23,878,32
5640,24,1035,16
5641,26,1209,53
5642,34,1540,57
5643,36,1629,36
5644,36,1600,14
5645,37,1608,15
5646,36,1626,33
5647,39,1771,30
5648,38,1721,10
5651,24,879,24
5652,16,910,28
5653,19,1301,27
5654,19,1328,5
5655,19,1328,5
5656,19,1358,36
5657,19,1358,36
5658,20,1381,10
5659,20,1381,10
5660,18,1267,8
5661,18,1267,8
5662,14,1007,21
5663,14,1007,21
5664,12,859,31
5665,12,859,31
5666,9,875,61
5667,9,875,61
5668,13,1242,43
5669,13,1242,43
5670,16,1133,9
5671,16,1133,9
5672,13,900,9
5673,13,900,9
5674,15,1060,44
5675,21,1332,55
5678,22,1631,31
5679,23,1665,20
5680,24,1574,6
5681,27,1886,10
5685,27,763,63
5686,27,763,63
5687,13,1038,46
5688,13,1038,46
5689,13,879,65
5690,13,879,65
5691,13,1411,10
5692,13,1411,10
5693,21,1523,20
5694,22,1545,4
5695,20,1369,20
5696,18,1258,9
5697,16,1158,78
5698,28,1990,68
5699,36,1617,70
5701,49,1577,9
5702,38,894,25
5703,24,913,23
5704,10,870,53
5705,13,940,95
5706,26,1904,87
5707,37,1679,71
5708,46,2095,81
5709,64,2929,100
5711,64,891,5
5712,47,906,25
5713,27,916,25
5714,10,917,27
5715,1,914,30
5717,1,920,36
5808,12,1625,50
5809,15,1143,63
5810,27,1842,46
5811,26,1802,4
5812,12,841,36
5813,5,894,40
5814,5,894,70
5815,3,897,75
5816,9,1140,69
5817,17,1859,1
5818,20,1432,52
5819,28,1957,36
5820,29,2014,25
5821,25,1793,4
5822,24,1667,30
5823,15,886,29
5824,11,842,64
5825,12,889,91
5826,15,1034,70
5827,18,1275,34
5828,21,1480,25
5829,22,1734,37
5830,26,1887,27
5831,25,1652,10
5832,22,1519,24
5833,22,1570,24
5834,23,1642,32
5835,30,1568,52
5836,28,1911,41
5837,31,1568,21
5838,32,1430,30
5839,34,1478,49
5840,35,1614,4
5841,2,1497,13
5842,2,1567,33
5843,36,1631,30
5844,37,1678,36
5845,37,1731,24
5846,39,1793,27
5847,40,1826,24
5848,39,1717,4
5849,32,1419,16
5850,31,1435,18
5851,31,1384,6
5853,21,891,25
5854,19,1281,28
5855,17,1169,7
5856,15,1057,89
5857,19,1317,74
5858,33,2334,84
5859,37,1690,67
5860,41,1840,4
5861,37,1651,27
5862,36,1601,14
5863,34,1495,12
5865,32,1429,44
5866,33,1479,3
5867,29,1360,31
5868,33,1490,15
5871,29,872,34
5872,18,911,33
5873,16,915,33
5874,9,864,49
5875,15,1076,92
5876,26,1805,53
5877,24,1671,1
5878,9,872,31
5879,2,880,41
5880,1,902,45
5881,3,962,41
5882,10,1362,48
5883,12,874,30
5884,13,959,81
5885,21,1471,19
5886,20,1408,12
5887,19,1367,7
5888,21,1478,57
5889,26,1791,23
5890,15,1038,15
5891,19,1358,49
5892,24,1770,9
5893,21,1168,9
5894,12,872,34
5895,8,928,31
5898,11,1795,29
5899,15,1795,31
5900,15,1332,41
5901,21,1463,18
5902,18,1311,7
5903,22,1562,32
5904,23,1632,18
5905,23,1606,18
5906,24,1687,24
5907,25,1694,16
5908,23,1644,19
5909,23,1583,6
5910,20,1399,25
5911,23,1585,22
5912,21,1492,15
5913,21,1498,20
5914,24,1668,27
5915,25,1761,29
5916,27,1242,49
5917,28,1218,6
5918,25,1117,43
5920,19,875,35
5921,13,920,31
5922,7,864,56
5923,7,866,81
5924,7,923,27
5925,9,1054,35
5926,7,916,57
5927,15,1865,47
5928,13,914,16
5929,20,1465,63
5930,33,2225,23
5931,35,1571,44
5932,37,1666,24
5933,38,1720,14
5934,35,1591,5
5935,28,1182,72
5936,27,1226,61
5937,31,1414,36
5938,35,1561,25
5939,35,1573,16
5940,38,1662,14
5941,36,1624,10
5943,16,894,35
5944,5,908,38
5945,1,918,39
5952,1,927,51
5958,1,804,39
5968,2,1331,60
5969,3,880,39
5970,5,910,61
5971,7,921,37
5972,1,923,38
6003,7,947,40
6004,10,1081,37
6006,5,840,36
6007,7,817,82
6014,1,915,36
6016,3,897,62
6017,5,873,71
6019,3,906,89
6020,5,913,36
6021,2,918,37
6028,1,967,51
6029,9,1102,36
6030,7,900,33
6031,5,913,35
6032,4,914,37
6033,6,864,82
6034,4,914,37
6035,8,966,27
6036,3,868,36
6037,2,900,41
6038,2,938,35
6041,8,1008,74
6042,13,1599,23
6043,14,932,8
6044,9,1186,36
6045,11,1399,18
6046,9,1066,2
6047,4,904,32
6048,4,850,63
6049,6,846,60
6050,10,1273,52
6051,15,1062,40
6052,16,1098,9
6053,13,953,54
6054,14,922,14
6055,12,906,34
6056,17,1247,70
6057,13,1055,70
6058,18,1497,61
6059,24,1603,61
6060,25,1787,33
6061,27,1939,33
6062,26,2040,46
6063,30,2040,37
6064,30,2040,26
6065,13,908,31
6066,13,912,36
6067,13,915,35
6068,1,915,35
6071,8,1004,50
6072,10,1262,30
6073,12,1473,9
6074,12,1564,29
6075,13,907,45
6076,12,849,41
6077,13,915,39
6078,10,846,52
6079,16,1169,67
6080,17,1231,6
6081,18,1246,21
6082,19,1362,35
6083,20,1389,12
6085,5,889,34
6086,3,831,66
6087,18,2228,37
6088,27,1869,52
6090,24,1708,29
6091,27,1894,33
6092,34,2439,58
6093,39,1757,56
6094,45,1961,11
6095,43,1966,39
6096,45,1423,34
6099,39,1293,60
6100,45,1461,60
6101,49,1546,21
6104,31,872,29
6105,29,1294,21
6106,32,1449,55
6107,36,1627,43
6108,38,1713,45
6109,42,1894,34
6110,44,2022,50
6111,49,1607,17
6117,54,1774,39
6118,54,1774,39
6121,42,888,24
6122,42,888,24
6123,25,896,24
6124,30,913,23
6125,30,913,23
6126,14,897,26
6127,13,919,28
6128,9,912,32
6129,7,918,32
6130,7,1749,40
6131,7,1327,1
6132,6,874,30
6133,3,906,33
6138,4,866,76
6139,4,866,76
6140,3,915,27
6141,3,915,27
6142,4,868,65
6143,3,909,34
6144,1,916,35
6148,3,871,70
6149,8,1048,53
6150,13,1598,11
6151,13,1587,23
6152,13,1580,20
6153,12,1514,22
6154,12,1514,22
6155,12,1514,22
6157,7,919,41
6158,7,938,47
6159,12,1500,16
6160,10,1262,15
6161,11,1426,18
6162,11,1450,25
6163,11,1286,8
6164,8,980,51
6165,7,915,41
6168,7,990,32
6169,2,912,26
6170,7,914,64
6171,5,909,35
6172,2,918,33
6174,2,899,53
6175,6,888,26
6176,5,912,26
6177,5,877,58
6178,10,1261,25
6179,10,1321,33
6180,10,1262,3
6181,7,904,35
6182,7,891,79
6183,12,1522,22
6184,12,1408,22
6185,8,1281,28
6188,9,1134,35
6189,10,962,35
6191,10,1196,30
6192,10,934,19
6193,4,917,27
6196,11,865,26
6197,2,905,23
6233,2,918,30
6253,15,1848,40
6254,16,1397,41
6255,20,1374,4
6256,18,1214,12
6257,12,889,27
6258,16,1169,70
6259,22,1528,6
6260,22,1595,35
6261,27,1888,25
6262,31,2244,58
6263,34,880,20
6264,33,911,22
6265,26,918,22
6266,30,1334,67
6267,36,1636,52
6270,25,1152,15
6271,24,863,25
6272,18,949,12
6273,13,915,27
6274,21,1470,43
6275,28,2015,47
6276,31,2183,4
6277,28,2008,52
6278,34,1631,27
6279,39,1753,27
6280,38,1728,10
6282,34,1585,38
6283,34,1527,2
6284,32,1456,37
6285,36,1617,36
6286,40,1791,37
6287,39,1773,11
6288,38,1768,19
6289,39,1736,10
6290,37,1699,18
6292,33,1484,10
6293,34,1551,16
6294,35,1586,10
6295,35,1625,10
6296,35,1599,10
6297,38,1727,35
6298,42,1874,43
6299,45,1987,49
6300,45,1987,32
6301,45,2049,48
6302,47,2075,45
6303,47,2130,38
6306,2,1497,55
6307,37,1751,58
6308,46,2088,53
6309,49,1699,21
6310,53,1693,27
6311,56,1803,34
6312,58,1859,6
6314,57,1825,36
6315,58,1865,3
6316,57,1859,32
6317,56,1829,12
6318,58,1864,51
6319,59,1457,59
6320,61,1473,27
6321,62,1519,44
6322,64,1566,44
6323,66,1596,32
6324,69,1678,56
6325,73,1766,50
6326,75,1828,49
6327,76,1843,41
6330,64,1577,40
6331,65,1593,37
6332,66,1611,28
6337,59,1432,25
6338,59,1432,25
6339,57,1380,1
6340,57,1380,1
6341,54,1333,29
6342,54,1333,29
6343,53,1290,39
6344,53,1290,39
6345,53,1290,39
6346,52,1266,15
6347,51,1251,21
6348,53,1288,70
6349,54,1312,28
6350,53,1282,54
6351,52,1273,54
6352,52,1273,54
6353,52,1273,54
6354,53,1289,61
6355,53,1289,61
6356,53,1289,61
6357,53,1302,61
6358,53,1302,61
6359,54,1315,58
6360,54,1315,58
6361,54,1321,57
6362,54,1321,57
6363,54,1324,57
6364,56,1375,57
6365,57,1372,57
6366,57,1400,43
6368,58,1347,32
6369,58,1347,32
6370,59,1429,45
6371,60,1408,35
6372,61,1472,23
6373,60,1462,24
6374,60,1449,16
6375,60,1424,19
6376,60,1424,19
6377,60,1409,23
6378,60,1409,23
6379,59,1427,44
6380,59,1427,44
6381,59,1434,25
6382,59,1434,25
6383,60,1466,48
6384,60,1466,48
6385,60,1466,48
6386,60,1466,48
6387,62,1510,44
6388,62,1510,44
6389,62,1510,44
6390,63,1549,42
6391,63,1549,42
6392,63,1534,25
6393,63,1534,25
6394,63,1546,38
6395,63,1546,38
6396,64,1574,38
6397,64,1574,38
6398,66,1595,37
6399,66,1607,29
6400,67,1630,28
6401,69,1666,21
6403,67,1630,14
6404,67,1634,9
6405,68,881,19
6406,68,881,19
6407,68,914,19
6408,68,916,21
6409,61,921,22
6410,60,921,21
6411,59,920,21
6412,57,1390,24
6413,59,1452,49
6414,61,1492,41
6415,62,1516,32
6416,62,1516,28
6417,60,1462,26
6418,59,1433,40
6419,60,1453,40
6421,60,1464,31
6422,60,1464,22
6423,60,1457,30
6424,62,1499,48
6425,64,1563,44
6426,65,1573,33
6428,61,1480,21
